,game_pk,game_date,game_year,batter,pitcher,home_team,away_team,stand,p_throws,pitch_type,pitch_name,events,description,type,launch_speed,at_bat_number,pitch_number,inning,inning_topbot,outs_when_up,bat_score,fld_score,post_bat_score,post_fld_score
2675,777325,2025-06-28,2025,668804,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,78.6,74,4,8,Bot,2,7,2,7,2
2764,777325,2025-06-28,2025,668804,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,74,3,8,Bot,2,7,2,7,2
2867,777325,2025-06-28,2025,668804,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,83.3,74,2,8,Bot,2,7,2,7,2
2956,777325,2025-06-28,2025,668804,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,74,1,8,Bot,2,7,2,7,2
3098,777325,2025-06-28,2025,457705,621363,PIT,NYM,R,L,SL,Slider,single,hit_into_play,X,75.6,73,1,8,Bot,2,5,2,7,2
3203,777325,2025-06-28,2025,672744,621363,PIT,NYM,R,L,FF,4-Seam Fastball,walk,ball,B,0.0,72,5,8,Bot,2,5,2,5,2
3297,777325,2025-06-28,2025,672744,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,72,4,8,Bot,2,5,2,5,2
3406,777325,2025-06-28,2025,672744,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,72,3,8,Bot,2,5,2,5,2
3517,777325,2025-06-28,2025,672744,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,80.1,72,2,8,Bot,2,5,2,5,2
3648,777325,2025-06-28,2025,672744,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,72,1,8,Bot,2,5,2,5,2
3799,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,FF,4-Seam Fastball,field_out,hit_into_play,X,79.4,71,6,8,Bot,1,4,2,5,2
3881,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,SL,Slider,0,ball,B,0.0,71,5,8,Bot,1,4,2,4,2
4008,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,84.1,71,4,8,Bot,1,4,2,4,2
4126,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,SL,Slider,0,blocked_ball,B,0.0,71,3,8,Bot,1,4,2,4,2
4256,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,71,2,8,Bot,1,4,2,4,2
4372,777325,2025-06-28,2025,643396,621363,PIT,NYM,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,71,1,8,Bot,1,4,2,4,2
2415,777325,2025-06-28,2025,663647,623211,PIT,NYM,R,R,SI,Sinker,single,hit_into_play,X,99.2,70,1,8,Bot,1,3,2,4,2
2517,777325,2025-06-28,2025,687462,623211,PIT,NYM,L,R,SI,Sinker,walk,ball,B,0.0,69,4,8,Bot,1,3,2,3,2
2616,777325,2025-06-28,2025,687462,623211,PIT,NYM,L,R,SI,Sinker,0,ball,B,0.0,69,3,8,Bot,1,3,2,3,2
2684,777325,2025-06-28,2025,687462,623211,PIT,NYM,L,R,FC,Cutter,0,ball,B,0.0,69,2,8,Bot,1,3,2,3,2
2774,777325,2025-06-28,2025,687462,623211,PIT,NYM,L,R,CH,Changeup,0,ball,B,0.0,69,1,8,Bot,1,3,2,3,2
2892,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,SI,Sinker,walk,ball,B,0.0,68,6,8,Bot,1,3,2,3,2
2964,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,SI,Sinker,0,called_strike,S,0.0,68,5,8,Bot,1,3,2,3,2
3072,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,CH,Changeup,0,ball,B,0.0,68,4,8,Bot,1,3,2,3,2
3181,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,FC,Cutter,0,ball,B,0.0,68,3,8,Bot,1,3,2,3,2
3307,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,SI,Sinker,0,ball,B,0.0,68,2,8,Bot,1,3,2,3,2
3416,777325,2025-06-28,2025,663698,623211,PIT,NYM,R,R,SI,Sinker,0,called_strike,S,0.0,68,1,8,Bot,1,3,2,3,2
3570,777325,2025-06-28,2025,665833,623211,PIT,NYM,L,R,CH,Changeup,strikeout,swinging_strike,S,0.0,67,4,8,Bot,0,3,2,3,2
3657,777325,2025-06-28,2025,665833,623211,PIT,NYM,L,R,CH,Changeup,0,swinging_strike,S,0.0,67,3,8,Bot,0,3,2,3,2
3768,777325,2025-06-28,2025,665833,623211,PIT,NYM,L,R,SI,Sinker,0,called_strike,S,0.0,67,2,8,Bot,0,3,2,3,2
3894,777325,2025-06-28,2025,665833,623211,PIT,NYM,L,R,CH,Changeup,0,ball,B,0.0,67,1,8,Bot,0,3,2,3,2
4051,777325,2025-06-28,2025,693304,623211,PIT,NYM,R,R,CH,Changeup,single,hit_into_play,X,90.7,66,4,8,Bot,0,3,2,3,2
4135,777325,2025-06-28,2025,693304,623211,PIT,NYM,R,R,FC,Cutter,0,ball,B,0.0,66,3,8,Bot,0,3,2,3,2
4267,777325,2025-06-28,2025,693304,623211,PIT,NYM,R,R,FC,Cutter,0,foul,S,76.2,66,2,8,Bot,0,3,2,3,2
4385,777325,2025-06-28,2025,693304,623211,PIT,NYM,R,R,SI,Sinker,0,called_strike,S,0.0,66,1,8,Bot,0,3,2,3,2
1917,777325,2025-06-28,2025,683146,657571,PIT,NYM,L,L,SI,Sinker,field_out,hit_into_play,X,82.7,65,3,8,Top,2,2,3,2,3
1975,777325,2025-06-28,2025,683146,657571,PIT,NYM,L,L,FF,4-Seam Fastball,0,ball,B,0.0,65,2,8,Top,2,2,3,2,3
2023,777325,2025-06-28,2025,683146,657571,PIT,NYM,L,L,SI,Sinker,0,called_strike,S,0.0,65,1,8,Top,2,2,3,2,3
2076,777325,2025-06-28,2025,621438,657571,PIT,NYM,R,L,FF,4-Seam Fastball,grounded_into_double_play,hit_into_play,X,73.8,64,4,8,Top,0,2,3,2,3
2133,777325,2025-06-28,2025,621438,657571,PIT,NYM,R,L,SV,Slurve,0,foul,S,107.1,64,3,8,Top,0,2,3,2,3
2187,777325,2025-06-28,2025,621438,657571,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,0.0,64,2,8,Top,0,2,3,2,3
2248,777325,2025-06-28,2025,621438,657571,PIT,NYM,R,L,SV,Slurve,0,called_strike,S,0.0,64,1,8,Top,0,2,3,2,3
2304,777325,2025-06-28,2025,516782,657571,PIT,NYM,R,L,FF,4-Seam Fastball,walk,ball,B,0.0,63,5,8,Top,0,2,3,2,3
2377,777325,2025-06-28,2025,516782,657571,PIT,NYM,R,L,FC,Cutter,0,ball,B,0.0,63,4,8,Top,0,2,3,2,3
2443,777325,2025-06-28,2025,516782,657571,PIT,NYM,R,L,FC,Cutter,0,swinging_strike,S,0.0,63,3,8,Top,0,2,3,2,3
2515,777325,2025-06-28,2025,516782,657571,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,63,2,8,Top,0,2,3,2,3
2591,777325,2025-06-28,2025,516782,657571,PIT,NYM,R,L,FF,4-Seam Fastball,0,ball,B,0.0,63,1,8,Top,0,2,3,2,3
3610,777325,2025-06-28,2025,668804,657585,PIT,NYM,L,R,FC,Cutter,field_out,hit_into_play,X,101.6,62,2,7,Bot,2,3,2,3,2
3733,777325,2025-06-28,2025,668804,657585,PIT,NYM,L,R,FS,Split-Finger,0,called_strike,S,0.0,62,1,7,Bot,2,3,2,3,2
3845,777325,2025-06-28,2025,457705,657585,PIT,NYM,R,R,ST,Sweeper,field_out,hit_into_play,X,95.0,61,3,7,Bot,1,3,2,3,2
3981,777325,2025-06-28,2025,457705,657585,PIT,NYM,R,R,FC,Cutter,0,called_strike,S,0.0,61,2,7,Bot,1,3,2,3,2
4096,777325,2025-06-28,2025,457705,657585,PIT,NYM,R,R,FC,Cutter,0,ball,B,0.0,61,1,7,Bot,1,3,2,3,2
4197,777325,2025-06-28,2025,624428,657585,PIT,NYM,L,R,ST,Sweeper,field_out,hit_into_play,X,92.4,60,2,7,Bot,0,3,2,3,2
4344,777325,2025-06-28,2025,624428,657585,PIT,NYM,L,R,FC,Cutter,0,swinging_strike,S,0.0,60,1,7,Bot,0,3,2,3,2
2667,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FC,Cutter,field_out,hit_into_play,X,95.1,59,8,7,Top,2,2,3,2,3
2753,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,SV,Slurve,0,foul,S,82.1,59,7,7,Top,2,2,3,2,3
2846,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FF,4-Seam Fastball,0,foul,S,77.8,59,6,7,Top,2,2,3,2,3
2947,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FC,Cutter,0,foul,S,74.2,59,5,7,Top,2,2,3,2,3
3051,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FF,4-Seam Fastball,0,ball,B,0.0,59,4,7,Top,2,2,3,2,3
3157,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FC,Cutter,0,called_strike,S,0.0,59,3,7,Top,2,2,3,2,3
3281,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FF,4-Seam Fastball,0,called_strike,S,0.0,59,2,7,Top,2,2,3,2,3
3389,777325,2025-06-28,2025,607043,657571,PIT,NYM,L,L,FC,Cutter,0,ball,B,0.0,59,1,7,Top,2,2,3,2,3
3569,777325,2025-06-28,2025,624413,657571,PIT,NYM,R,L,FC,Cutter,strikeout,swinging_strike,S,0.0,58,4,7,Top,1,2,3,2,3
3631,777325,2025-06-28,2025,624413,657571,PIT,NYM,R,L,FF,4-Seam Fastball,0,foul,S,90.0,58,3,7,Top,1,2,3,2,3
3746,777325,2025-06-28,2025,624413,657571,PIT,NYM,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,58,2,7,Top,1,2,3,2,3
3868,777325,2025-06-28,2025,624413,657571,PIT,NYM,R,L,SV,Slurve,0,called_strike,S,0.0,58,1,7,Top,1,2,3,2,3
4055,777325,2025-06-28,2025,665742,657571,PIT,NYM,L,L,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,57,4,7,Top,0,2,3,2,3
4114,777325,2025-06-28,2025,665742,657571,PIT,NYM,L,L,SI,Sinker,0,foul,S,87.2,57,3,7,Top,0,2,3,2,3
4237,777325,2025-06-28,2025,665742,657571,PIT,NYM,L,L,FC,Cutter,0,called_strike,S,0.0,57,2,7,Top,0,2,3,2,3
4359,777325,2025-06-28,2025,665742,657571,PIT,NYM,L,L,SI,Sinker,0,ball,B,0.0,57,1,7,Top,0,2,3,2,3
1505,777325,2025-06-28,2025,643396,663399,PIT,NYM,R,L,SL,Slider,field_out,hit_into_play,X,91.1,56,1,6,Bot,2,3,2,3,2
1549,777325,2025-06-28,2025,663647,663399,PIT,NYM,R,L,CH,Changeup,field_out,hit_into_play,X,74.0,55,2,6,Bot,1,3,2,3,2
1578,777325,2025-06-28,2025,663647,663399,PIT,NYM,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,55,1,6,Bot,1,3,2,3,2
1616,777325,2025-06-28,2025,687462,663399,PIT,NYM,L,L,ST,Sweeper,strikeout,swinging_strike,S,0.0,54,4,6,Bot,0,3,2,3,2
1673,777325,2025-06-28,2025,687462,663399,PIT,NYM,L,L,ST,Sweeper,0,called_strike,S,0.0,54,3,6,Bot,0,3,2,3,2
1718,777325,2025-06-28,2025,687462,663399,PIT,NYM,L,L,ST,Sweeper,0,ball,B,0.0,54,2,6,Bot,0,3,2,3,2
1732,777325,2025-06-28,2025,687462,663399,PIT,NYM,L,L,ST,Sweeper,0,called_strike,S,0.0,54,1,6,Bot,0,3,2,3,2
2094,777325,2025-06-28,2025,668901,642701,PIT,NYM,R,R,SL,Slider,force_out,hit_into_play,X,82.2,53,5,6,Top,2,2,3,2,3
2129,777325,2025-06-28,2025,668901,642701,PIT,NYM,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,53,4,6,Top,2,2,3,2,3
2180,777325,2025-06-28,2025,668901,642701,PIT,NYM,R,R,FF,4-Seam Fastball,0,ball,B,0.0,53,3,6,Top,2,2,3,2,3
2244,777325,2025-06-28,2025,668901,642701,PIT,NYM,R,R,SL,Slider,0,blocked_ball,B,0.0,53,2,6,Top,2,2,3,2,3
2327,777325,2025-06-28,2025,668901,642701,PIT,NYM,R,R,SL,Slider,0,called_strike,S,0.0,53,1,6,Top,2,2,3,2,3
2398,777325,2025-06-28,2025,596019,642701,PIT,NYM,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,93.4,52,1,6,Top,1,2,3,2,3
2466,777325,2025-06-28,2025,620443,642701,PIT,NYM,R,R,SL,Slider,force_out,hit_into_play,X,66.9,51,3,6,Top,0,2,3,2,3
2506,777325,2025-06-28,2025,620443,642701,PIT,NYM,R,R,SI,Sinker,0,ball,B,0.0,51,2,6,Top,0,2,3,2,3
2579,777325,2025-06-28,2025,620443,642701,PIT,NYM,R,R,FC,Cutter,0,swinging_strike,S,0.0,51,1,6,Top,0,2,3,2,3
2707,777325,2025-06-28,2025,683146,642701,PIT,NYM,L,R,FF,4-Seam Fastball,walk,ball,B,0.0,50,5,6,Top,0,2,3,2,3
2776,777325,2025-06-28,2025,683146,642701,PIT,NYM,L,R,FF,4-Seam Fastball,0,ball,B,0.0,50,4,6,Top,0,2,3,2,3
2837,777325,2025-06-28,2025,683146,642701,PIT,NYM,L,R,FF,4-Seam Fastball,0,foul,S,74.8,50,3,6,Top,0,2,3,2,3
2936,777325,2025-06-28,2025,683146,642701,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,50,2,6,Top,0,2,3,2,3
3037,777325,2025-06-28,2025,683146,642701,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,50,1,6,Top,0,2,3,2,3
1779,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,SL,Slider,strikeout,swinging_strike,S,0.0,49,7,5,Bot,2,3,2,3,2
1816,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,SL,Slider,0,foul,S,0.0,49,6,5,Bot,2,3,2,3,2
1896,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,CH,Changeup,0,called_strike,S,0.0,49,5,5,Bot,2,3,2,3,2
1944,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,SL,Slider,0,ball,B,0.0,49,4,5,Bot,2,3,2,3,2
2003,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,SL,Slider,0,blocked_ball,B,0.0,49,3,5,Bot,2,3,2,3,2
2053,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,FF,4-Seam Fastball,0,swinging_strike,S,0.0,49,2,5,Bot,2,3,2,3,2
2063,777325,2025-06-28,2025,663698,663399,PIT,NYM,R,L,ST,Sweeper,0,ball,B,0.0,49,1,5,Bot,2,3,2,3,2
2160,777325,2025-06-28,2025,665833,663399,PIT,NYM,L,L,ST,Sweeper,strikeout,swinging_strike,S,0.0,48,5,5,Bot,1,3,2,3,2
2209,777325,2025-06-28,2025,665833,663399,PIT,NYM,L,L,ST,Sweeper,0,called_strike,S,0.0,48,4,5,Bot,1,3,2,3,2
2232,777325,2025-06-28,2025,665833,663399,PIT,NYM,L,L,ST,Sweeper,0,ball,B,0.0,48,3,5,Bot,1,3,2,3,2
2290,777325,2025-06-28,2025,665833,663399,PIT,NYM,L,L,ST,Sweeper,0,blocked_ball,B,0.0,48,2,5,Bot,1,3,2,3,2
2396,777325,2025-06-28,2025,665833,663399,PIT,NYM,L,L,ST,Sweeper,0,swinging_strike,S,0.0,48,1,5,Bot,1,3,2,3,2
2444,777325,2025-06-28,2025,693304,663399,PIT,NYM,R,L,SI,Sinker,single,hit_into_play,X,103.8,47,2,5,Bot,1,3,2,3,2
2489,777325,2025-06-28,2025,693304,663399,PIT,NYM,R,L,ST,Sweeper,0,called_strike,S,0.0,47,1,5,Bot,1,3,2,3,2
2593,777325,2025-06-28,2025,668804,663399,PIT,NYM,R,L,CH,Changeup,field_out,hit_into_play,X,97.6,46,5,5,Bot,0,3,2,3,2
2698,777325,2025-06-28,2025,668804,663399,PIT,NYM,R,L,SL,Slider,0,ball,B,0.0,46,4,5,Bot,0,3,2,3,2
2724,777325,2025-06-28,2025,668804,663399,PIT,NYM,R,L,SL,Slider,0,ball,B,0.0,46,3,5,Bot,0,3,2,3,2
2815,777325,2025-06-28,2025,668804,663399,PIT,NYM,R,L,SI,Sinker,0,swinging_strike,S,0.0,46,2,5,Bot,0,3,2,3,2
2909,777325,2025-06-28,2025,668804,663399,PIT,NYM,R,L,ST,Sweeper,0,called_strike,S,0.0,46,1,5,Bot,0,3,2,3,2
3179,777325,2025-06-28,2025,621438,642701,PIT,NYM,R,R,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,45,4,5,Top,2,2,3,2,3
3268,777325,2025-06-28,2025,621438,642701,PIT,NYM,R,R,SL,Slider,0,ball,B,0.0,45,3,5,Top,2,2,3,2,3
3377,777325,2025-06-28,2025,621438,642701,PIT,NYM,R,R,FF,4-Seam Fastball,0,foul,S,58.7,45,2,5,Top,2,2,3,2,3
3491,777325,2025-06-28,2025,621438,642701,PIT,NYM,R,R,FC,Cutter,0,foul,S,63.3,45,1,5,Top,2,2,3,2,3
3680,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,44,7,5,Top,1,2,3,2,3
3732,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SL,Slider,0,foul,S,0.0,44,6,5,Top,1,2,3,2,3
3854,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SI,Sinker,0,ball,B,0.0,44,5,5,Top,1,2,3,2,3
3980,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SL,Slider,0,ball,B,0.0,44,4,5,Top,1,2,3,2,3
4095,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SL,Slider,0,swinging_strike,S,0.0,44,3,5,Top,1,2,3,2,3
4221,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,SL,Slider,0,ball,B,0.0,44,2,5,Top,1,2,3,2,3
4343,777325,2025-06-28,2025,516782,642701,PIT,NYM,R,R,FC,Cutter,0,called_strike,S,0.0,44,1,5,Top,1,2,3,2,3
1058,777325,2025-06-28,2025,607043,677952,PIT,NYM,L,R,SL,Slider,single,hit_into_play,X,101.6,43,4,5,Top,1,1,3,2,3
1066,777325,2025-06-28,2025,607043,677952,PIT,NYM,L,R,CU,Curveball,0,ball,B,0.0,43,3,5,Top,1,1,3,1,3
1101,777325,2025-06-28,2025,607043,677952,PIT,NYM,L,R,FF,4-Seam Fastball,0,foul,S,82.7,43,2,5,Top,1,1,3,1,3
1127,777325,2025-06-28,2025,607043,677952,PIT,NYM,L,R,FF,4-Seam Fastball,0,foul,S,77.7,43,1,5,Top,1,1,3,1,3
1172,777325,2025-06-28,2025,624413,677952,PIT,NYM,R,R,SL,Slider,double,hit_into_play,X,110.7,42,3,5,Top,1,1,3,1,3
1195,777325,2025-06-28,2025,624413,677952,PIT,NYM,R,R,SI,Sinker,0,called_strike,S,0.0,42,2,5,Top,1,1,3,1,3
1251,777325,2025-06-28,2025,624413,677952,PIT,NYM,R,R,FF,4-Seam Fastball,0,ball,B,0.0,42,1,5,Top,1,1,3,1,3
1281,777325,2025-06-28,2025,665742,677952,PIT,NYM,L,R,SL,Slider,field_out,hit_into_play,X,93.3,41,5,5,Top,0,1,3,1,3
1319,777325,2025-06-28,2025,665742,677952,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,41,4,5,Top,0,1,3,1,3
1327,777325,2025-06-28,2025,665742,677952,PIT,NYM,L,R,CH,Changeup,0,ball,B,0.0,41,3,5,Top,0,1,3,1,3
1387,777325,2025-06-28,2025,665742,677952,PIT,NYM,L,R,SL,Slider,0,called_strike,S,0.0,41,2,5,Top,0,1,3,1,3
1397,777325,2025-06-28,2025,665742,677952,PIT,NYM,L,R,CH,Changeup,0,ball,B,0.0,41,1,5,Top,0,1,3,1,3
3049,777325,2025-06-28,2025,457705,663399,PIT,NYM,R,L,SI,Sinker,field_out,hit_into_play,X,96.4,40,4,4,Bot,2,3,1,3,1
3115,777325,2025-06-28,2025,457705,663399,PIT,NYM,R,L,ST,Sweeper,0,ball,B,0.0,40,3,4,Bot,2,3,1,3,1
3232,777325,2025-06-28,2025,457705,663399,PIT,NYM,R,L,ST,Sweeper,0,swinging_strike,S,0.0,40,2,4,Bot,2,3,1,3,1
3350,777325,2025-06-28,2025,457705,663399,PIT,NYM,R,L,CH,Changeup,0,ball,B,0.0,40,1,4,Bot,2,3,1,3,1
3506,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SI,Sinker,field_out,hit_into_play,X,96.4,39,6,4,Bot,1,3,1,3,1
3584,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SI,Sinker,0,ball,B,0.0,39,5,4,Bot,1,3,1,3,1
3701,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SI,Sinker,0,foul,S,87.7,39,4,4,Bot,1,3,1,3,1
3821,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SI,Sinker,0,swinging_strike,S,0.0,39,3,4,Bot,1,3,1,3,1
3949,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SL,Slider,0,ball,B,0.0,39,2,4,Bot,1,3,1,3,1
4068,777325,2025-06-28,2025,624428,663399,PIT,NYM,L,L,SI,Sinker,0,ball,B,0.0,39,1,4,Bot,1,3,1,3,1
4239,777325,2025-06-28,2025,643396,663399,PIT,NYM,R,L,SL,Slider,field_out,hit_into_play,X,92.7,38,2,4,Bot,0,3,1,3,1
4311,777325,2025-06-28,2025,643396,663399,PIT,NYM,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,38,1,4,Bot,0,3,1,3,1
1425,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,SL,Slider,field_out,hit_into_play,X,74.4,37,6,4,Top,2,1,3,1,3
1492,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,SL,Slider,0,swinging_strike,S,0.0,37,5,4,Top,2,1,3,1,3
1532,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,37,4,4,Top,2,1,3,1,3
1564,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,FF,4-Seam Fastball,0,ball,B,0.0,37,3,4,Top,2,1,3,1,3
1599,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,SI,Sinker,0,ball,B,0.0,37,2,4,Top,2,1,3,1,3
1613,777325,2025-06-28,2025,668901,677952,PIT,NYM,R,R,FF,4-Seam Fastball,0,ball,B,0.0,37,1,4,Top,2,1,3,1,3
1688,777325,2025-06-28,2025,596019,677952,PIT,NYM,L,R,CU,Curveball,field_out,hit_into_play,X,93.3,36,5,4,Top,1,1,3,1,3
1729,777325,2025-06-28,2025,596019,677952,PIT,NYM,L,R,FF,4-Seam Fastball,0,foul,S,89.2,36,4,4,Top,1,1,3,1,3
1741,777325,2025-06-28,2025,596019,677952,PIT,NYM,L,R,FF,4-Seam Fastball,0,ball,B,0.0,36,3,4,Top,1,1,3,1,3
1813,777325,2025-06-28,2025,596019,677952,PIT,NYM,L,R,CH,Changeup,0,foul,S,70.9,36,2,4,Top,1,1,3,1,3
1858,777325,2025-06-28,2025,596019,677952,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,36,1,4,Top,1,1,3,1,3
1889,777325,2025-06-28,2025,620443,677952,PIT,NYM,R,R,SL,Slider,fielders_choice_out,hit_into_play,X,69.7,35,3,4,Top,0,1,3,1,3
1909,777325,2025-06-28,2025,620443,677952,PIT,NYM,R,R,SI,Sinker,0,called_strike,S,0.0,35,2,4,Top,0,1,3,1,3
2005,777325,2025-06-28,2025,620443,677952,PIT,NYM,R,R,SI,Sinker,0,ball,B,0.0,35,1,4,Top,0,1,3,1,3
2008,777325,2025-06-28,2025,683146,677952,PIT,NYM,L,R,FF,4-Seam Fastball,double,hit_into_play,X,99.5,34,5,4,Top,0,1,3,1,3
2070,777325,2025-06-28,2025,683146,677952,PIT,NYM,L,R,SL,Slider,0,foul,S,71.8,34,4,4,Top,0,1,3,1,3
2163,777325,2025-06-28,2025,683146,677952,PIT,NYM,L,R,CU,Curveball,0,ball,B,0.0,34,3,4,Top,0,1,3,1,3
2221,777325,2025-06-28,2025,683146,677952,PIT,NYM,L,R,CU,Curveball,0,ball,B,0.0,34,2,4,Top,0,1,3,1,3
2283,777325,2025-06-28,2025,683146,677952,PIT,NYM,L,R,FF,4-Seam Fastball,0,foul,S,70.2,34,1,4,Top,0,1,3,1,3
1682,777325,2025-06-28,2025,663647,676130,PIT,NYM,R,R,SI,Sinker,double_play,hit_into_play,X,106.4,33,5,3,Bot,1,3,1,3,1
1704,777325,2025-06-28,2025,663647,676130,PIT,NYM,R,R,SL,Slider,0,ball,B,0.0,33,4,3,Bot,1,3,1,3,1
1758,777325,2025-06-28,2025,663647,676130,PIT,NYM,R,R,SI,Sinker,0,foul,S,0.0,33,3,3,Bot,1,3,1,3,1
1811,777325,2025-06-28,2025,663647,676130,PIT,NYM,R,R,FF,4-Seam Fastball,0,ball,B,0.0,33,2,3,Bot,1,3,1,3,1
1836,777325,2025-06-28,2025,663647,676130,PIT,NYM,R,R,SL,Slider,0,ball,B,0.0,33,1,3,Bot,1,3,1,3,1
1864,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,SL,Slider,field_out,hit_into_play,X,86.3,32,6,3,Bot,0,3,1,3,1
1931,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,SL,Slider,0,blocked_ball,B,0.0,32,5,3,Bot,0,3,1,3,1
1986,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,CH,Changeup,0,foul,S,68.3,32,4,3,Bot,0,3,1,3,1
2038,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,SI,Sinker,0,ball,B,0.0,32,3,3,Bot,0,3,1,3,1
2090,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,32,2,3,Bot,0,3,1,3,1
2145,777325,2025-06-28,2025,687462,676130,PIT,NYM,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,32,1,3,Bot,0,3,1,3,1
2216,777325,2025-06-28,2025,663698,676130,PIT,NYM,R,R,SI,Sinker,single,hit_into_play,X,92.5,31,2,3,Bot,0,3,1,3,1
2265,777325,2025-06-28,2025,663698,676130,PIT,NYM,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,31,1,3,Bot,0,3,1,3,1
2303,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,SI,Sinker,walk,ball,B,0.0,30,8,3,Bot,0,3,1,3,1
2394,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,CH,Changeup,0,foul,S,74.8,30,7,3,Bot,0,3,1,3,1
2462,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,SI,Sinker,0,foul,S,75.3,30,6,3,Bot,0,3,1,3,1
2531,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,CH,Changeup,0,ball,B,0.0,30,5,3,Bot,0,3,1,3,1
2614,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,FF,4-Seam Fastball,0,ball,B,0.0,30,4,3,Bot,0,3,1,3,1
2681,777325,2025-06-28,2025,665833,676130,PIT,NYM,L,R,SL,Slider,0,ball,B,0.0,30,3,3,Bot,0,3,1,3,1
